0.2266934	-32.4354417	32.5678592	35.9916783	30.8857006	35.2602497	36.1039666	-29.625713	-27.662295	-32.0033508	5.3502604	25.5643742	3.2251772	3.0381725	27.0900808	3.7290896	27.9239956	24.8556602	1.6112178	28.6298284	2.9280685	5.2508065	4.6905095	26.9940189	3.034043	3.0260226	27.8338155	26.0108633	2.3278215	27.2823964	26.4928203	1.5512455	8.02961	27.5522729	26.9566634	2.0265354	26.069362	2.9374963	7.1543453	9.4302767	0.7213064	9.199266	3.2979437	8.2314442	8.7082226	8.4463266	
0.1787314	-19.0151631	14.1668913	29.3165534	21.1987457	25.7420841	32.261317	-12.5115686	-20.4536667	-27.6019919	9.335712	17.9985776	8.6102038	7.2810954	25.0968387	4.1909553	20.61775	20.3006513	3.4803769	27.1054754	5.5752389	8.3394074	4.4016609	22.2895998	3.0685986	7.6072949	27.9210896	18.0080515	5.6835945	25.8003203	19.7796249	1.4739397	11.2265942	21.4122354	26.4294541	2.3951056	23.9947813	4.0241841	4.4324268	8.2146797	1.7305135	9.6920934	2.4274275	7.7591068	7.2836228	6.7271402	
0.0215324	-29.7639254	26.859953	37.3973153	29.9531527	35.3677829	37.2541984	-25.2827163	-14.6607675	-35.3475158	8.764537	21.671935	4.5189325	3.11055	25.6759567	7.0645363	28.1498679	19.5556512	2.0608568	29.6415359	4.3970681	8.836309	5.6247427	25.7941454	1.6200717	2.7545477	28.2123006	26.0460299	3.2659234	27.3224631	24.3731783	1.1614829	16.3189006	25.5970221	25.4554229	1.8884848	22.4819341	4.9378185	4.5124666	9.3008122	0.097897	9.5206754	0.6744285	9.2427381	8.5294234	7.264733	
0.4323185	-29.5322441	35.2639073	34.0741811	39.4377421	34.2772511	34.2810696	-34.3761856	-39.7550151	-38.3308354	0.5917066	27.5622616	2.7233441	0.3737738	28.5002423	0.208079	28.881184	27.8962675	1.3825625	26.1175922	3.7607059	4.7282693	0.0651771	24.7469971	4.728179	0.5317828	26.8665665	27.6965004	2.150745	28.6736529	29.8497807	0.1032888	0.4233657	29.9389236	27.783625	2.2271518	28.5209887	1.0458215	9.9202468	8.8924697	4.4857062	9.9540222	6.0461449	9.4914711	9.3176641	9.1704702	
0.255542	-29.479267	37.4739473	33.0108593	34.6577103	35.8682522	33.8069136	-33.8652925	-37.2670104	-37.9496206	0.5917066	27.2856456	1.6292687	0.2745215	29.7195745	1.6114558	29.1252879	29.5287292	0.1167029	26.1249639	0.5123581	1.7274115	2.8245215	28.2388479	1.8132379	0.3021185	29.5904012	29.7636993	0.1125383	29.9438984	29.4865613	1.5206539	1.0286193	26.4990816	27.8947275	1.1557346	29.9197963	0.8574842	9.9396907	9.4831361	4.6029772	9.6885689	5.8103285	9.8239194	9.4538022	9.5535509	
0.4716063	-22.8962755	30.2426782	20.6494199	31.5344818	19.9209475	22.4316363	-25.6401103	-22.4703076	-25.1582334	1.5488649	21.896215	1.4420024	3.6989664	24.7020835	4.3922579	22.8219656	21.5407178	4.4609799	24.076938	2.1185251	3.9394398	1.1194639	21.5677009	0.057254	1.4333788	25.3266281	22.5214003	1.7015871	25.6746003	26.3258756	4.837663	1.2055441	21.9100053	26.0365657	3.5782018	22.0578187	0.6836548	5.9263594	5.364336	0.6496653	6.5605956	3.6812032	5.6233061	6.1544472	6.1394028	
0.5095195	-37.1134723	31.9387094	35.9416202	27.7156933	32.6049253	39.963609	-35.493144	-39.7896269	-31.439941	3.7105701	27.2025501	3.8794148	0.0350256	26.3679568	5.0383118	28.8368384	28.2465956	2.052358	26.3157544	3.8311101	1.933871	4.4457569	28.3407445	6.2173506	3.7525756	25.3153272	28.0761893	0.9118588	26.7873032	27.2853627	3.795265	2.1188599	29.3308487	27.1916955	2.9109006	29.5601292	1.6716833	8.574957	9.183061	3.458918	7.8267685	7.333488	7.9958852	8.5945751	9.5677195	
0.6091905	-32.2640888	32.2764873	35.7195013	33.7343648	33.584077	34.3057538	-32.4418506	-31.8324352	-32.0259158	3.7492051	28.2947152	2.403018	2.9048561	26.9991617	3.1860761	27.0012682	27.1674237	2.4083569	27.5714201	2.5450212	3.1768206	2.0606191	26.5171081	4.9536391	3.5835468	27.1342541	27.2916255	3.0276167	27.4310572	27.7289647	3.8800651	3.5458784	27.4151417	27.629016	1.9925751	28.2434647	1.596584	8.9101848	9.2518894	1.7134157	8.4900054	4.151003	8.1534425	8.2342283	8.5318134	
0.7716064	-33.6956719	34.0596318	36.1155514	35.4185994	34.9197807	33.2304187	-31.9556281	-31.6003803	-32.2347996	2.7633094	29.2561761	1.6410202	1.5550868	28.148829	3.2125655	27.2079408	27.0450196	1.2227471	28.1097364	1.7059079	2.9181872	1.1860053	26.4342467	6.1599426	3.7354549	27.8432468	28.1512481	2.6514887	27.1794406	28.559009	4.0420367	4.0997993	27.8893088	28.1773809	1.0575226	27.8339468	0.7213539	9.2129379	9.4641728	1.4786667	8.4345645	3.2065011	8.040717	7.9561558	8.8264452	
0.8395453	-32.7427737	27.5424261	39.4054303	30.8704316	22.0971424	29.230154	-33.5420675	-27.6543616	-33.6428526	2.2142042	26.0304455	5.7891217	3.1594416	26.6831507	3.4527402	25.2159378	25.9244503	3.7006928	26.363533	4.3059864	2.1123027	2.6090727	26.4106737	0.1493657	7.1416647	26.1001312	24.2403937	2.4126482	26.0034609	28.1628019	5.0260229	11.0974777	24.0268838	26.492163	2.2664136	26.2549721	0.2478735	8.9449736	8.4320937	0.9452308	9.1866066	0.364809	8.451101	5.8509985	7.9411415	
