0.0345794	-32.2086694	22.9442844	29.0992024	20.6666099	13.0457699	27.2472507	28.6182347	25.999303	6.5617106	9.1772475	24.0584996	4.1492954	7.6116438	9.0238492	7.7339951	
0.9359938	-30.7656034	12.7198768	6.6268367	28.4478787	10.3819459	22.3238118	26.8722241	26.4951012	15.9506279	6.0681937	18.2090719	8.8803563	8.2709589	8.296513	9.1089929	
0.7600413	-19.16422	20.8851479	31.557619	21.9323453	8.5564731	26.3668388	23.6281017	21.3135187	7.6411492	10.6660436	24.0232945	7.5996948	8.7926246	9.3430478	8.8277717	
0.4480262	-30.3369042	35.7582424	36.915584	23.1669357	24.0762292	27.8379345	27.7380035	26.0342765	4.8284809	18.6482812	25.7186356	1.1835708	8.880872	8.4030734	8.3194667	
0.8361246	-23.8560161	21.9749027	24.9711271	24.4459972	9.0057443	27.0658046	23.2784299	22.5866496	8.9030131	10.834522	23.8465937	11.4575157	9.0633855	8.2614132	8.3711186	
0.7675124	-34.5289341	29.8193752	22.2063024	25.7844213	8.2450995	29.2077911	28.5611101	27.4866199	8.6753747	14.1108848	27.3919172	11.3318816	9.65244	9.77685	9.2771479	
0.478681	-15.925784	-20.2692295	-15.7462532	24.7642669	8.7619042	11.6339984	18.7268607	7.3598705	13.0322686	16.9302155	20.6969939	22.7482109	5.0692948	8.0322577	8.2238528	
0.9572688	-34.862542	35.8992949	34.267578	26.4349664	11.8807884	29.5850371	21.8104412	26.2947283	3.5882156	9.2635929	27.8891978	8.9930043	9.3027262	9.0520176	9.7266541	
0.4721725	-22.6228739	11.1776507	28.7933953	24.5907799	17.1807439	22.7734146	22.5363241	22.0299675	10.0594235	13.4208778	19.0500595	3.0098128	7.5351337	8.9397135	6.7057356	
0.2914425	-39.0146529	39.3094708	35.7653306	25.3681885	11.5047609	29.8057484	24.3216312	25.8156677	1.1506152	0.4567035	27.6862141	0.7487379	9.8594396	9.9539533	9.6916859	
0.4345318	-33.6829139	37.0510364	39.7583974	24.5321663	0.1665842	29.7369326	25.4743013	26.9975318	1.690313	3.6854762	15.4939784	11.6874355	9.579123	9.7921238	8.6714369	
0.5650494	-31.6257226	26.5013435	29.6580574	24.6630546	10.548347	26.8767944	25.2938474	25.9406601	8.4541131	21.9768382	25.8789142	1.3124561	7.1950636	7.1268857	4.4569704	
0.6202968	-25.1450531	33.8719227	23.2130241	26.7606904	14.2039169	28.6054813	27.9813225	26.406746	10.4562424	15.0671227	26.3369566	8.5041516	9.7848795	9.8968628	9.0642435	
0.9264731	-36.198832	31.9353705	38.1482335	25.3369519	12.8671658	27.5424199	26.7785872	28.2797183	6.1218946	0.6083474	26.142026	5.2696518	9.7912106	9.6776763	9.1952167	
0.9232095	-29.091744	39.3610877	37.3039807	17.5121027	9.719036	25.4140135	29.5328265	29.9215661	3.5510914	10.1000771	28.7481162	6.6245568	9.9840488	7.675172	8.6106778	
0.7540345	-25.6537277	17.7755492	29.3152899	21.2997911	5.4159378	21.9764916	20.0577695	25.9440911	7.1473351	11.063161	20.0342993	11.7441775	7.4264331	8.5504863	6.5853864	
0.7097531	-32.8287357	35.8003092	22.182378	27.1848523	2.1256572	29.8581397	18.6469022	24.6353418	6.0927252	4.0677915	28.2818745	3.3226931	9.5426983	9.6559714	6.1281473	
0.5074685	-39.1378966	31.5909451	36.8636964	29.7124394	4.3322047	28.5480396	27.22362	27.2017232	6.996444	3.3898397	23.0619182	10.3052515	9.2901377	9.026084	8.5179276	
0.6551377	-5.8810213	30.1616971	15.4991518	18.0233188	16.171648	27.8268559	22.7921221	27.5565855	7.8947955	2.8092258	18.2874198	25.1142986	9.3413602	5.9731387	9.2911344	
0.8960227	0.6187801	23.5764713	20.9085498	14.4879062	15.7508262	27.0958905	22.1095203	25.7398666	12.0342869	15.199688	22.7306314	9.4837536	7.2042867	7.431685	8.24341	
0.1819134	-31.9695023	37.2107666	32.003891	23.5279429	6.1026507	27.9953244	29.7648677	28.629641	5.1857695	22.3582998	29.5863194	1.2999099	8.2870975	9.2066792	8.5595243	
0.9770204	-32.0649657	14.9869989	27.2947786	14.0182324	8.5554535	18.9519617	17.0728319	28.7744045	11.7590224	24.5239913	26.9320083	5.9531177	7.7359313	9.3814287	5.6565499	
0.9596056	-25.6224167	31.7416884	28.4091314	27.6612907	4.6024467	29.7531724	29.9042436	29.7304202	11.8325084	15.5672457	26.5711653	2.5931515	9.7681975	9.9746112	8.9053197	
0.6653852	-25.5172388	24.3001533	11.2118949	21.1773492	14.483413	21.4031124	19.2654365	21.4690278	5.140928	8.903659	22.185885	8.0808125	8.2038941	7.0557047	8.6179477	
0.8264343	16.8136129	16.4414482	-7.6300508	23.090945	18.1522172	11.7822846	29.2650974	21.7353022	20.5908089	16.107152	4.8424069	21.9740251	8.4636444	9.8677808	4.4829316	
0.8843408	10.9394987	-28.0173541	34.9177878	21.5238079	14.6921415	19.4555169	17.6156686	28.8811237	13.9588133	20.004948	4.0680485	10.956007	9.7443071	3.4337635	2.0174217	
0.9222275	-25.769076	30.3104952	25.5398362	27.1387787	6.6839839	27.8802499	26.7154585	27.6252939	8.2444937	16.1653555	26.6443386	6.8049859	9.3254802	9.1146502	8.4868551	
0.7925019	-24.415084	35.0137493	39.0538053	28.7164861	7.4260854	29.9833302	29.6417243	29.9461304	13.7470918	19.3834282	27.2999189	6.1038813	9.475675	8.9742712	9.381248	
0.7601101	-26.7853495	26.2997931	30.6112174	26.3625886	8.3536099	28.979629	29.4654431	27.9708319	12.9769563	7.9326043	28.8799864	7.8567619	9.9980242	9.8933775	8.8064677	
0.3864054	-34.5317571	34.4716417	32.0173079	25.1937945	8.992646	26.0724611	27.4029879	26.7700326	6.9545655	7.3393058	25.0174484	5.267945	8.9975395	9.4670292	8.9874015	
0.6360367	-32.764551	39.6548725	28.9043752	29.4932584	9.3929242	28.4325513	26.6784046	27.2600265	6.7658018	20.0033828	26.971503	2.8121984	8.6421204	9.2664356	7.0156829	
0.7536123	-36.3482194	36.2639352	34.7272829	26.7680323	13.7818766	28.8476547	28.2087243	26.3920646	2.8184083	28.5925334	21.2564173	1.4211879	8.3851228	8.8773374	8.7812277	
0.6335414	-31.6818134	37.0802849	29.3919672	26.2628787	1.6085132	29.8395214	24.8968252	27.5583463	5.7567875	21.582072	22.0732183	2.7067286	9.0940285	9.8490783	6.4663417	
0.6864078	-38.8110981	-22.4829343	37.4863802	26.0827099	21.1781186	28.643886	7.9270891	29.6444409	15.884645	20.3054296	3.1104729	9.3003718	4.6636198	9.8078811	0.0666239	
0.9785869	-14.7540962	16.851532	26.7079162	22.4421348	8.5411815	26.604638	23.3507433	20.6237041	8.5737616	15.2332576	24.8621888	9.0751504	8.9536563	9.388677	8.8876689	
0.7797912	-21.6279222	26.4055465	27.9786227	27.3572862	17.3321169	29.6485787	28.0092206	23.7232851	10.3192666	17.2712189	29.2183666	8.4470648	9.1699829	7.9763677	7.4668198	
0.9177209	-28.9014334	31.467597	23.9492816	27.1647805	5.8513849	29.8017327	29.5777111	26.0097277	2.0393808	18.3498986	29.7778917	5.0478242	9.6184131	9.4005783	9.8435073	
0.9454534	-33.6998327	31.7907869	37.8755728	23.4018518	11.9419722	29.6960312	28.8948958	24.8565338	2.6052384	17.7040856	29.7375533	2.7267381	9.6448807	8.8083793	9.8361562	
0.7916079	-29.2373215	29.7375495	19.9592293	26.1720034	6.7356467	28.9853812	29.1666872	26.9287898	10.8631532	15.059166	25.4527568	16.0592672	9.9637417	9.9720868	9.6424977	
0.9383809	-27.0273929	37.7747279	36.9003855	26.4194827	15.5756243	29.6941322	27.299828	29.0378125	7.2879797	4.8489191	17.2338681	2.7381435	9.0741428	9.4182109	6.4973405	
0.8626863	-24.0498282	38.1888908	38.317881	28.0546942	15.9432866	29.8267888	26.4809312	29.6803253	9.5352948	18.6645337	18.5669046	3.1138566	9.6707392	9.689557	8.0689455	
0.9767298	-28.9422848	28.745095	26.4258893	20.6034577	13.2204598	23.2311846	27.6701434	22.5666714	10.4073461	16.8109674	27.01507	9.2525242	9.3134069	8.9805904	8.0667704	
0.9599726	-28.0117986	33.5571795	17.1182748	22.9465462	12.1355966	28.0789666	24.0375173	25.1421223	12.0769229	9.9670951	25.1940013	9.6829701	9.2887491	8.8326289	9.739218	
0.863539	-32.3578135	34.1454592	28.0369894	27.8683446	9.9079113	29.1148776	25.6231826	27.7406812	5.4456102	16.7541952	22.954845	6.7561592	9.4140315	9.5277516	6.4919812	
0.8177309	-38.2352166	35.3224883	28.4836528	28.1965358	1.0640984	29.3830016	25.5993531	28.5508037	5.7365618	27.505491	23.5567902	7.3625397	9.5006208	9.7326056	7.9850316	
0.8962956	-30.1313393	37.8824514	25.1831736	29.6972618	5.8930425	29.5519413	28.7887013	29.8457312	5.5954668	23.7001765	20.7446801	3.3306215	8.62901	9.6534835	6.5807222	
0.5672958	-33.1795413	35.3453207	29.4363442	25.5776738	8.771402	28.6810226	26.8614631	27.8784402	6.2596025	15.5466794	27.478273	4.5609892	9.1420159	8.9467777	8.3408486	
0.9994426	-31.3997708	1.1824324	27.5809374	22.8195565	10.4472734	28.2483083	17.6403727	26.1939528	8.3124683	9.131333	16.9008228	12.687201	8.3646866	5.7201586	7.0489379	
0.4156652	30.3812011	-12.6822382	-24.2204596	26.827875	16.8820431	17.3112267	4.6830419	9.0977727	6.4223732	1.1896275	19.5985743	5.0542862	9.9368177	9.7697895	7.6658067	
0.6239179	-24.4124734	30.8549475	23.074849	25.7281395	8.2131344	26.110377	25.3751757	24.0348207	6.3623157	21.9507367	24.7553267	5.0678124	8.051658	7.9220404	7.3645786	
0.0996992	-38.8538302	39.0496108	38.3789604	28.2974454	9.9537018	29.4908042	29.7886437	29.6291747	2.2538805	22.4224361	29.5790549	0.6345845	9.7722341	9.7566474	9.8222248	
0.2789308	-32.5497232	26.8941634	26.0445731	25.3957852	8.274022	26.1086601	28.1318354	27.0143091	5.1698856	12.6324159	27.0564719	8.8354008	8.2687406	5.428872	7.8224987	
0.7650645	-21.745852	39.3819546	32.7441707	21.7169364	2.8616506	24.7155947	24.6939425	24.1010316	11.427046	4.8843632	29.9071529	7.0664724	8.6079815	8.1858024	8.2869482	
0.6987468	-38.8509784	37.7978762	33.147763	22.2673504	2.2253642	29.862951	29.6520031	27.0342327	6.3271404	10.2391949	25.5924914	7.2532906	9.6630064	8.4683277	9.4854669	
0.437913	-33.2296539	38.7637144	35.2958939	23.6104961	0.8971347	27.665356	29.5222884	26.2212699	6.2776128	6.5590465	24.3444715	6.3780951	9.3412456	8.2910879	8.5288985	
0.9060026	-26.6584034	37.0168388	31.4632759	22.9716156	2.2856313	26.9589878	29.6627998	25.7030438	10.8045801	3.900461	24.2490076	9.4658448	9.7138614	8.3935601	9.0158913	
0.5866661	-31.4461057	-13.3412053	-32.0978232	27.5798566	26.2668909	13.085081	25.7652196	10.5055572	8.5680819	0.4793693	29.3022272	20.7620775	4.0187379	4.2624832	9.5353226	
0.5624056	-36.8894272	26.2231888	16.8784979	27.3973751	14.3353422	25.205213	21.2882469	13.3645874	0.6626653	19.162527	29.8185068	23.1338648	9.2318603	7.3687801	9.9356179	
0.7727912	-16.8357669	22.0367565	-9.0810643	13.424858	16.5837954	21.4474715	12.3287577	25.5447306	15.8258525	6.862754	13.825873	14.5405295	5.4852668	9.3902687	5.4605069	
0.7668339	-35.2100383	35.2378989	15.2616198	27.6510492	11.4551144	29.0080005	25.0732081	28.9583865	9.9002328	6.4220273	25.0682244	23.1276476	9.39509	8.1157417	9.5126101	
